object_name,source_type,m40_stratum,needed_label,current_status,reason_needed,recommended_source_or_observation
UGC06786,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC5985,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC5985,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC5985,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC6195,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC06930,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC06930,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
ESO079-G014,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC0024,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC0024,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
NGC0024,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
NGC3953,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC3972,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC5005,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC7814,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
NGC7814,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
UGC02487,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC02487,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC02487,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
UGC03546,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC04325,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC06399,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC06917,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC06983,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC06983,direct_sparc_m36_m39,mature_controls,direct_HI_warp_asymmetry,sparse,Warp/asymmetry labels test whether the negative rank signal is observationally driven.,Resolved H I morphology/asymmetry/warp measurement.
UGC06983,direct_sparc_m36_m39,mature_controls,approach_recede_velocity_split,sparse,Side-to-side velocity mismatch can contaminate A_inferred rank ordering.,Approaching/receding H I velocity split or tilted-ring residual audit.
UGC11914,direct_sparc_m36_m39,mature_controls,SFR_or_depletion_time,missing,Separates gas-rich physically immature systems from failed/stalled low-efficiency systems.,SFR and gas-depletion crossmatch from UV/H-alpha/IR plus H I/H2 gas data.
UGC11914,direct_sparc_m36_m39,mature_controls,inclination_reaudit,available_but_incomplete,Inclination extremes can invert inferred activation targets.,Inclination reaudit from resolved H I/stellar geometry.
GASS101026,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS102001,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS112113,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS108119,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS122004,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS113134,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS123001,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS101001,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS109127,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS124028,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS110082,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS113114,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS113137,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS108148,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS114117,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS111071,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS122005,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS108140,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS109082,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS111075,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS101033,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS110036,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS113091,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS109080,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS44856,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS112100,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS109065,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS111044,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS124000,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
GASS111054,xGASS_xCOLD,external_proxy_rows,resolved_HI_velocity_field,missing,External proxy row lacks a direct activation endpoint; resolved kinematics are needed before direct rank testing.,Resolved H I/IFU velocity field plus baryonic mass and outer velocity endpoint.
